video_id,title,url,views,duration,publishedAt
vmV91WpXXIY,20 Minute Sheet Pan dinner #mealprep,https://www.youtube.com/watch?v=vmV91WpXXIY,211002,PT26S,2023-09-18T23:16:40Z
V-eHFm7BQOY,30 Minute Rose Chicken Breast Pasta,https://www.youtube.com/watch?v=V-eHFm7BQOY,3605274,PT36S,2023-04-10T22:28:10Z
BGG7UWZ1YTw,Dinner in 20 minutes,https://www.youtube.com/watch?v=BGG7UWZ1YTw,11262915,PT56S,2025-04-14T10:30:05Z
4oGYMn9Vi_Y,FOOD COURT BOURBON CHICKEN | $10 MEALS #bourbonchicken,https://www.youtube.com/watch?v=4oGYMn9Vi_Y,736549,PT1M1S,2024-08-30T14:17:19Z
RoENgvU6GkQ,Easy one pan chicken and feta orzo bake,https://www.youtube.com/watch?v=RoENgvU6GkQ,2547106,PT28S,2024-09-17T23:42:33Z
ft45mlqPlEM,"Day 4: 1 week of healthy, easy dinners #shorts",https://www.youtube.com/watch?v=ft45mlqPlEM,1602760,PT25S,2023-04-02T01:27:56Z
IrJikeJSXcI,Sheet Pan Lasagna | How To Make Lasagna | Quick and Easy #onestopchop,https://www.youtube.com/watch?v=IrJikeJSXcI,3035111,PT58S,2023-11-26T23:20:33Z
AJSZzt_d7yI,The easiest one pan dinner with chicken AND potatoes!! #recipe #food #shorts,https://www.youtube.com/watch?v=AJSZzt_d7yI,2023323,PT39S,2023-04-03T01:28:18Z
EWoAEidej6c,Would you try these? #easyrecipe #shorts,https://www.youtube.com/watch?v=EWoAEidej6c,10267109,PT25S,2023-07-27T15:49:19Z
TEXb7vFVo2s,Italian Creamy Tuna Pasta 🍝 10 minute meal 🤌🏼 #italianfood #shortscooking #recipeshare #pasta,https://www.youtube.com/watch?v=TEXb7vFVo2s,678808,PT28S,2023-12-22T16:00:18Z
KJBVMUQGDX8,EASY 3 INGREDIENT DINNER RECIPE | LOW COST MEAL IDEA #dinnerrecipe #dinnerideas #dinner,https://www.youtube.com/watch?v=KJBVMUQGDX8,515944,PT43S,2023-03-19T22:30:02Z
-YJDKOdDnZw,Cheap & Easy Vegan Bacon!,https://www.youtube.com/watch?v=-YJDKOdDnZw,6916319,PT22S,2023-02-10T17:00:00Z
XvSQvWD8MAw,"This is the easiest, fastest and cheapest recipe you'll love.",https://www.youtube.com/watch?v=XvSQvWD8MAw,7298909,PT1M,2022-01-20T14:14:39Z
